Normal (kWh),Horário Económico (kWh),Autoconsumo (kWh),Injeção na rede (kWh),temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,clouds_all,weather_description,ano,mes,dia,hora,dia da semana
0.0,0.383,0.0,0,13.46,13.32,11.93,13.9,1002,94,3.6,87,3,2022,12,14,5,2
0.0,0.358,0.0,0,13.5,13.36,11.38,14.72,1002,94,3.8,95,3,2022,12,14,6,2
0.0,1.128,0.003,0,13.55,13.39,13.12,14.72,1002,93,4.53,80,0,2022,12,14,7,2
0.3,0.0,0.01,0,13.54,13.4,13.12,14.72,1002,94,4.42,91,5,2022,12,14,8,2
0.061,0.0,0.173,2,13.56,13.4,13.48,14.72,1001,93,4.95,81,0,2022,12,14,9,2
0.829,0.0,0.11,1,14.61,14.5,13.04,15.72,1001,91,4.89,66,0,2022,12,14,10,2
0.142,0.0,0.166,1,15.7,15.68,14.15,16.72,1001,90,4.96,82,3,2022,12,14,11,2
0.115,0.0,0.154,0,15.66,15.61,14.15,15.72,1000,89,4.84,98,3,2022,12,14,12,2
0.153,0.0,0.092,0,15.17,15.12,15.01,15.72,999,91,5.44,99,4,2022,12,14,13,2
0.454,0.0,0.005,0,14.61,14.53,14.45,15.1,997,92,4.99,99,3,2022,12,14,14,2
0.766,0.0,0.008,0,12.22,11.93,11.82,14.23,998,93,5.28,100,4,2022,12,14,15,2
0.252,0.0,0.052,0,12.0,11.71,11.82,13.99,997,94,5.4,98,3,2022,12,14,16,2
0.307,0.0,0.0,0,13.0,12.84,12.57,13.99,997,95,4.42,100,3,2022,12,14,17,2
0.491,0.0,0.0,0,12.97,12.8,12.49,13.72,997,95,4.05,100,3,2022,12,14,18,2
0.504,0.0,0.0,0,12.96,12.77,11.93,13.72,997,94,4.14,100,3,2022,12,14,19,2
0.504,0.0,0.0,0,12.91,12.74,11.93,13.43,997,95,4.61,100,3,2022,12,14,20,2
0.553,0.0,0.0,0,12.92,12.72,10.82,13.72,997,94,4.87,100,3,2022,12,14,21,2
0.0,0.956,0.0,0,12.4,12.15,11.68,12.88,996,94,3.17,96,3,2022,12,14,22,2
0.0,0.685,0.0,0,11.89,11.59,11.45,12.88,996,94,2.99,100,3,2022,12,14,23,2
0.0,0.507,0.0,0,11.86,11.58,10.57,12.72,996,95,2.75,100,3,2022,12,15,0,3
0.0,0.378,0.0,0,11.82,11.54,11.38,12.32,997,95,3.13,100,3,2022,12,15,1,3
0.0,0.263,0.0,0,11.8,11.52,10.01,12.32,997,95,2.82,95,3,2022,12,15,2,3
0.0,0.263,0.0,0,11.28,10.94,10.57,11.77,997,95,2.59,91,3,2022,12,15,3,3
0.0,0.253,0.0,0,11.06,10.7,10.26,12.72,997,95,2.73,84,3,2022,12,15,4,3
0.0,0.251,0.0,0,10.72,10.33,10.26,11.77,997,95,2.56,83,3,2022,12,15,5,3
0.0,0.247,0.0,0,11.31,10.95,9.71,12.72,997,94,2.11,95,3,2022,12,15,6,3
0.0,1.044,0.0,0,10.74,10.32,9.71,11.72,998,94,2.14,100,3,2022,12,15,7,3
0.62,0.0,0.033,0,10.75,10.34,10.26,11.72,998,94,2.33,95,3,2022,12,15,8,3
0.045,0.0,0.199,2,10.75,10.34,10.26,11.72,999,94,2.84,95,3,2022,12,15,9,3
0.051,0.0,0.203,2,11.28,10.94,10.9,11.77,999,95,3.28,84,3,2022,12,15,10,3
0.012,0.0,0.243,3,11.83,11.52,11.38,12.32,1000,94,3.44,94,3,2022,12,15,11,3
0.084,0.0,0.171,1,12.87,12.64,11.72,13.34,999,93,3.61,66,3,2022,12,15,12,3
0.006,0.0,0.245,2,13.39,13.08,11.72,14.15,999,88,4.13,63,3,2022,12,15,13,3
0.002,0.0,0.248,2,13.01,12.64,12.01,14.72,999,87,3.84,55,4,2022,12,15,14,3
0.049,0.0,0.198,1,12.96,12.61,12.93,13.72,999,88,3.22,58,3,2022,12,15,15,3
0.291,0.0,0.02,0,12.48,12.16,12.01,13.72,1000,91,3.19,64,0,2022,12,15,16,3
0.343,0.0,0.0,0,11.93,11.58,11.38,13.72,1000,92,2.33,85,3,2022,12,15,17,3
0.42,0.0,0.0,0,11.87,11.51,11.45,12.72,1001,92,2.44,79,3,2022,12,15,18,3
1.691,0.0,0.0,0,11.87,11.51,10.9,12.72,1001,92,2.53,73,3,2022,12,15,19,3
0.629,0.0,0.0,0,11.86,11.53,10.9,12.72,1001,93,2.85,71,3,2022,12,15,20,3
0.634,0.0,0.0,0,11.3,10.89,9.15,12.72,1002,92,3.17,93,3,2022,12,15,21,3
0.0,0.751,0.0,0,11.82,11.38,9.71,12.72,1002,89,3.28,95,3,2022,12,15,22,3
0.0,0.523,0.0,0,11.31,10.82,9.71,12.72,1002,89,3.84,98,3,2022,12,15,23,3
0.0,0.446,0.0,0,11.28,10.79,10.26,11.77,1001,89,4.41,100,4,2022,12,16,0,4
0.0,0.44,0.0,0,11.26,10.82,10.26,11.72,1001,91,4.76,99,4,2022,12,16,1,4
0.0,0.341,0.0,0,10.72,10.28,10.34,11.21,1000,93,5.01,100,4,2022,12,16,2,4
0.0,0.253,0.0,0,10.72,10.3,10.34,11.21,1001,94,4.92,100,4,2022,12,16,3,4
0.0,0.253,0.0,0,10.71,10.24,10.26,11.21,1001,92,4.8,100,4,2022,12,16,4,4
0.0,0.257,0.0,0,10.7,10.2,10.57,10.82,1001,91,4.69,100,4,2022,12,16,5,4
0.0,0.252,0.0,0,11.2,10.67,10.26,11.26,1002,88,4.57,99,4,2022,12,16,6,4
0.0,0.946,0.002,0,11.26,10.74,10.26,11.72,1003,88,4.38,100,3,2022,12,16,7,4
0.286,0.0,0.12,0,11.77,11.2,10.26,11.82,1003,84,4.01,100,3,2022,12,16,8,4
0.0,0.0,0.309,0,12.34,11.82,11.38,12.37,1004,84,3.68,100,3,2022,12,16,9,4
1.002,0.0,0.354,0,12.34,11.8,11.72,12.79,1005,83,3.29,99,5,2022,12,16,10,4
0.0,0.0,0.378,0,12.96,12.45,12.57,13.6,1006,82,3.16,92,5,2022,12,16,11,4
0.029,0.0,0.317,0,13.53,13.03,13.12,14.72,1006,80,3.92,84,0,2022,12,16,12,4
0.475,0.0,0.203,0,14.04,13.54,13.68,14.45,1006,78,3.88,88,5,2022,12,16,13,4
0.21,0.0,0.079,0,14.05,13.52,13.99,14.71,1007,77,2.66,96,5,2022,12,16,14,4
0.192,0.0,0.052,0,14.57,14.07,13.99,14.72,1008,76,1.41,100,5,2022,12,16,15,4
0.227,0.0,0.014,0,14.06,13.56,13.68,14.54,1009,78,1.57,100,5,2022,12,16,16,4
0.243,0.0,0.0,0,13.51,12.98,13.34,13.99,1009,79,2.68,72,0,2022,12,16,17,4
0.32,0.0,0.0,0,13.44,12.93,12.57,13.48,1009,80,2.35,64,0,2022,12,16,18,4
0.268,0.0,0.0,0,10.92,10.1,9.72,12.88,1010,78,2.07,95,5,2022,12,16,19,4
0.265,0.0,0.0,0,10.82,10.12,9.71,12.88,1011,83,2.01,100,5,2022,12,16,20,4
0.682,0.0,0.0,0,11.39,10.83,10.26,12.88,1012,86,1.58,100,5,2022,12,16,21,4
0.0,0.894,0.0,0,12.32,11.8,10.26,12.88,1012,84,1.72,100,5,2022,12,16,22,4
0.0,0.464,0.0,0,12.13,11.59,10.26,12.72,1013,84,1.72,98,5,2022,12,16,23,4
0.0,0.616,0.0,0,12.4,11.94,10.34,12.72,1013,86,1.25,84,3,2022,12,17,0,5
0.0,0.586,0.0,0,12.25,11.67,10.34,12.37,1013,82,1.76,97,3,2022,12,17,1,5
0.0,0.595,0.0,0,12.23,11.68,10.34,12.37,1014,83,1.74,67,3,2022,12,17,2,5
0.0,0.593,0.0,0,11.78,11.34,9.79,11.82,1014,89,1.79,45,6,2022,12,17,3,5
0.0,0.508,0.0,0,11.74,11.29,9.79,11.82,1014,89,1.54,48,6,2022,12,17,4,5
0.0,0.407,0.0,0,11.77,11.33,9.79,11.82,1014,89,1.33,53,0,2022,12,17,5,5
0.0,0.348,0.0,0,11.81,11.4,9.79,12.72,1015,90,1.32,59,0,2022,12,17,6,5
0.0,0.25,0.0,0,11.77,11.33,9.79,11.82,1016,89,1.37,68,3,2022,12,17,7,5
0.224,0.0,0.017,0,11.72,11.3,9.79,11.82,1016,90,1.16,60,3,2022,12,17,8,5
0.145,0.0,0.22,2,11.8,11.44,10.82,11.82,1017,92,1.79,59,0,2022,12,17,9,5
0.085,0.0,0.235,2,12.4,12.1,9.79,13.72,1018,92,1.39,61,0,2022,12,17,10,5
0.128,0.0,0.259,1,14.0,13.7,11.45,14.72,1018,86,1.93,61,0,2022,12,17,11,5
0.26,0.0,0.218,0,14.01,13.61,12.88,14.15,1018,82,2.1,62,0,2022,12,17,12,5
0.094,0.0,0.359,2,14.57,14.2,13.43,15.01,1018,81,2.35,52,3,2022,12,17,13,5
0.127,0.0,0.327,1,14.6,14.2,14.23,14.72,1018,80,2.5,84,0,2022,12,17,14,5
0.325,0.0,0.188,0,14.58,14.18,13.68,14.72,1018,80,2.77,80,0,2022,12,17,15,5
0.486,0.0,0.017,0,14.03,13.66,13.68,14.45,1018,83,2.04,36,6,2022,12,17,16,5
0.498,0.0,0.0,0,13.01,12.56,11.93,14.72,1019,84,1.66,41,6,2022,12,17,17,5
0.611,0.0,0.0,0,13.39,12.93,10.9,13.48,1019,82,1.84,87,5,2022,12,17,18,5
0.626,0.0,0.0,0,12.8,12.33,9.71,12.93,1020,84,1.73,100,5,2022,12,17,19,5
0.608,0.0,0.0,0,12.28,11.78,9.15,12.37,1021,85,2.14,100,5,2022,12,17,20,5
0.543,0.0,0.0,0,12.25,11.75,8.6,12.37,1021,85,2.65,100,5,2022,12,17,21,5
0.0,0.546,0.0,0,11.28,10.76,9.79,11.72,1020,88,2.64,90,5,2022,12,17,22,5
0.0,0.563,0.0,0,11.79,11.27,9.23,11.82,1021,86,2.92,78,0,2022,12,17,23,5
0.0,0.545,0.0,0,11.27,10.67,9.23,11.72,1021,85,3.1,80,0,2022,12,18,0,6
0.0,0.499,0.0,0,11.27,10.65,9.79,12.23,1020,84,3.26,100,5,2022,12,18,1,6
0.0,0.436,0.0,0,11.85,11.26,9.79,12.72,1020,83,3.46,100,5,2022,12,18,2,6
0.0,0.27,0.0,0,11.89,11.3,10.34,13.72,1020,83,3.2,100,5,2022,12,18,3,6
0.0,0.275,0.0,0,11.89,11.28,11.21,13.72,1021,82,3.21,55,0,2022,12,18,4,6
0.0,0.273,0.0,0,11.87,11.25,11.77,13.72,1020,82,3.57,42,6,2022,12,18,5,6
0.0,0.268,0.0,0,14.23,13.88,6.93,14.72,1021,83,3.69,62,0,2022,12,18,6,6
0.0,0.242,0.0,0,14.33,13.96,7.49,14.72,1021,82,3.95,84,0,2022,12,18,7,6
0.232,0.0,0.007,0,14.33,13.93,6.38,14.72,1021,81,3.98,99,5,2022,12,18,8,6
0.926,0.0,0.053,0,12.82,12.25,7.49,14.72,1021,80,4.21,97,5,2022,12,18,9,6
0.882,0.0,0.094,0,13.02,12.47,12.88,14.72,1022,80,4.13,95,5,2022,12,18,10,6
0.16,0.0,0.099,0,14.1,13.63,13.43,15.72,1022,79,4.63,95,5,2022,12,18,11,6
0.134,0.0,0.11,0,15.14,14.69,13.99,15.72,1021,76,5.27,92,5,2022,12,18,12,6
0.145,0.0,0.104,0,15.69,15.27,14.54,16.72,1021,75,5.98,98,5,2022,12,18,13,6
0.148,0.0,0.117,0,15.24,14.8,14.54,16.93,1020,76,6.74,98,5,2022,12,18,14,6
0.199,0.0,0.068,0,15.74,15.35,15.1,16.72,1020,76,6.27,97,5,2022,12,18,15,6
0.243,0.0,0.008,0,15.74,15.33,15.1,16.72,1020,75,5.86,99,5,2022,12,18,16,6
0.238,0.0,0.0,0,15.17,14.75,14.71,15.72,1020,77,5.83,100,5,2022,12,18,17,6
0.258,0.0,0.0,0,14.62,14.17,13.6,15.72,1020,78,6.02,100,5,2022,12,18,18,6
0.787,0.0,0.0,0,14.64,14.14,14.54,16.72,1020,76,6.14,100,5,2022,12,18,19,6
0.359,0.0,0.0,0,15.35,14.85,13.04,16.72,1020,73,6.22,100,5,2022,12,18,20,6
0.36,0.0,0.0,0,16.1,15.67,15.1,16.72,1020,73,6.24,100,5,2022,12,18,21,6
0.0,0.533,0.0,0,16.1,15.67,15.1,16.72,1020,73,5.97,100,5,2022,12,18,22,6
0.0,0.376,0.0,0,16.1,15.65,15.1,16.72,1020,72,6.52,100,5,2022,12,18,23,6
0.0,0.285,0.0,0,16.1,15.67,15.1,16.72,1019,73,6.75,100,3,2022,12,19,0,0
0.0,0.259,0.0,0,15.18,14.61,15.1,15.72,1019,71,6.6,100,3,2022,12,19,1,0
0.0,0.231,0.0,0,14.59,14.19,13.9,15.34,1019,80,6.41,99,4,2022,12,19,2,0
0.0,0.252,0.0,0,14.07,13.75,13.34,15.34,1019,85,6.87,98,4,2022,12,19,3,0
0.0,0.259,0.0,0,13.56,13.32,13.48,15.34,1019,90,6.8,100,4,2022,12,19,4,0
0.0,0.253,0.0,0,13.04,12.8,12.93,15.34,1018,92,6.53,99,4,2022,12,19,5,0
0.0,0.232,0.0,0,14.11,13.85,13.6,15.72,1019,87,6.49,100,4,2022,12,19,6,0
0.0,1.332,0.0,0,14.13,13.84,13.6,15.72,1019,86,6.29,100,4,2022,12,19,7,0
0.394,0.0,0.0,0,14.13,13.95,13.6,15.72,1019,90,6.42,100,4,2022,12,19,8,0
0.249,0.0,0.001,0,14.14,13.93,14.04,15.72,1019,89,6.63,100,4,2022,12,19,9,0
0.205,0.0,0.016,0,15.16,14.92,14.54,15.72,1019,84,6.45,100,4,2022,12,19,10,0
0.22,0.0,0.015,0,14.66,14.43,14.54,15.82,1019,86,7.1,100,4,2022,12,19,11,0
0.204,0.0,0.049,0,15.17,14.94,14.54,15.82,1019,84,7.67,100,4,2022,12,19,12,0
0.208,0.0,0.039,0,15.73,15.5,14.79,16.72,1018,82,7.77,100,4,2022,12,19,13,0
0.192,0.0,0.029,0,15.74,15.54,14.79,16.72,1017,83,7.46,100,4,2022,12,19,14,0
0.234,0.0,0.011,0,15.75,15.52,14.79,16.72,1017,82,6.94,100,4,2022,12,19,15,0
0.252,0.0,0.0,0,15.75,15.55,14.79,16.72,1017,83,6.58,100,4,2022,12,19,16,0
0.239,0.0,0.0,0,15.74,15.54,14.79,16.72,1017,83,6.53,100,4,2022,12,19,17,0
1.33,0.0,0.0,0,15.61,15.47,13.9,15.7,1017,86,6.52,100,4,2022,12,19,18,0
1.747,0.0,0.0,0,14.14,14.04,14.04,15.72,1017,93,6.57,100,4,2022,12,19,19,0
0.558,0.0,0.0,0,14.15,14.08,14.04,15.72,1017,94,6.92,100,4,2022,12,19,20,0
0.699,0.0,0.0,0,14.65,14.63,14.54,15.72,1016,94,7.1,99,4,2022,12,19,21,0
0.0,0.637,0.0,0,15.15,15.18,14.45,15.72,1016,94,5.68,100,4,2022,12,19,22,0
0.0,0.711,0.0,0,15.15,15.18,14.54,15.72,1015,94,6.4,100,4,2022,12,19,23,0
0.0,0.794,0.0,0,15.67,15.72,14.54,15.82,1015,93,6.11,100,4,2022,12,20,0,1
0.0,0.526,0.0,0,16.21,16.29,15.01,16.93,1015,92,5.9,100,4,2022,12,20,1,1
0.0,0.272,0.0,0,16.2,16.28,15.01,16.38,1014,92,6.12,100,2,2022,12,20,2,1
0.0,0.241,0.0,0,15.46,15.59,14.54,16.38,1014,97,5.76,100,2,2022,12,20,3,1
0.0,0.244,0.0,0,16.25,16.28,15.1,16.72,1014,90,5.13,100,2,2022,12,20,4,1
0.0,0.259,0.0,0,16.2,16.3,15.01,16.38,1014,93,4.69,100,2,2022,12,20,5,1
0.0,0.259,0.0,0,15.68,15.76,14.45,16.26,1014,94,4.23,100,2,2022,12,20,6,1
0.0,0.819,0.0,0,15.12,15.17,14.45,15.82,1014,95,3.89,100,4,2022,12,20,7,1
0.378,0.0,0.008,0,15.11,15.16,14.45,15.34,1015,95,3.5,100,4,2022,12,20,8,1
0.169,0.0,0.09,0,14.66,14.66,14.54,15.82,1016,95,3.7,99,3,2022,12,20,9,1
0.811,0.0,0.212,0,15.18,15.23,14.45,16.38,1016,95,4.29,94,3,2022,12,20,10,1
0.428,0.0,0.203,2,15.16,15.21,14.45,15.72,1017,95,3.65,73,3,2022,12,20,11,1
0.071,0.0,0.272,2,15.17,15.22,14.23,15.72,1017,95,4.3,49,4,2022,12,20,12,1
0.004,0.0,0.333,2,15.18,15.21,14.23,15.72,1017,94,2.82,48,3,2022,12,20,13,1
0.0,0.0,0.24,3,15.16,15.06,14.79,15.82,1017,89,2.88,61,3,2022,12,20,14,1
0.152,0.0,0.111,0,14.69,14.54,14.23,15.82,1018,89,3.02,71,3,2022,12,20,15,1
0.239,0.0,0.018,0,14.68,14.53,14.23,15.72,1018,89,3.23,64,4,2022,12,20,16,1
0.365,0.0,0.0,0,14.66,14.56,13.68,15.72,1019,91,3.21,57,3,2022,12,20,17,1
0.712,0.0,0.0,0,15.28,15.29,13.68,15.72,1020,93,3.36,74,3,2022,12,20,18,1
0.766,0.0,0.0,0,14.16,14.09,13.68,15.72,1020,94,3.37,100,3,2022,12,20,19,1
0.474,0.0,0.0,0,15.18,15.23,13.12,15.72,1021,95,3.42,100,3,2022,12,20,20,1
0.52,0.0,0.0,0,15.45,15.56,13.12,15.72,1021,96,4.05,100,3,2022,12,20,21,1
0.0,0.683,0.0,0,14.66,14.64,13.68,15.72,1021,94,4.48,100,3,2022,12,20,22,1
0.0,0.686,0.0,0,14.58,14.55,13.72,15.26,1021,94,4.21,100,3,2022,12,20,23,1
0.0,0.403,0.0,0,14.95,14.98,13.68,15.26,1022,95,4.5,100,3,2022,12,21,0,2
0.0,0.344,0.0,0,14.59,14.59,13.68,14.71,1022,95,4.22,100,3,2022,12,21,1,2
0.0,0.327,0.0,0,14.67,14.67,13.68,15.72,1022,95,4.48,97,3,2022,12,21,2,2
0.0,0.298,0.0,0,14.67,14.67,13.68,15.72,1022,95,4.63,95,3,2022,12,21,3,2
0.0,0.32,0.0,0,14.68,14.68,14.23,15.82,1023,95,4.21,100,3,2022,12,21,4,2
0.0,0.306,0.0,0,14.65,14.63,14.23,15.72,1023,94,3.35,99,5,2022,12,21,5,2
0.0,0.314,0.0,0,14.65,14.63,13.68,15.72,1023,94,2.62,100,5,2022,12,21,6,2
0.0,1.683,0.0,0,14.62,14.59,14.54,15.72,1023,94,3.43,100,3,2022,12,21,7,2
0.476,0.0,0.0,0,14.63,14.58,14.59,15.72,1023,93,4.5,100,3,2022,12,21,8,2
0.29,0.0,0.025,0,14.63,14.58,14.59,15.82,1024,93,4.68,100,3,2022,12,21,9,2
0.187,0.0,0.111,0,15.16,15.16,15.1,15.72,1024,93,4.92,100,3,2022,12,21,10,2
0.186,0.0,0.12,0,15.18,15.21,14.79,15.82,1024,94,5.55,100,4,2022,12,21,11,2
0.268,0.0,0.053,0,16.26,16.34,15.66,16.72,1024,92,5.97,100,3,2022,12,21,12,2
0.29,0.0,0.063,0,16.29,16.35,15.34,16.93,1023,91,6.2,100,3,2022,12,21,13,2
0.141,0.0,0.079,0,15.7,15.75,15.57,15.9,1023,93,6.43,99,3,2022,12,21,14,2
0.299,0.0,0.049,0,15.71,15.82,15.01,16.38,1023,95,5.62,100,3,2022,12,21,15,2
0.429,0.0,0.006,0,15.76,15.87,15.57,16.72,1024,95,4.88,94,3,2022,12,21,16,2
0.853,0.0,0.0,0,15.7,15.81,15.34,15.82,1024,95,3.95,89,3,2022,12,21,17,2
1.214,0.0,0.0,0,15.68,15.78,15.01,15.82,1024,95,3.16,100,3,2022,12,21,18,2
0.68,0.0,0.0,0,15.68,15.78,15.01,15.82,1025,95,2.99,100,3,2022,12,21,19,2
0.759,0.0,0.0,0,15.68,15.78,14.79,15.82,1025,95,3.04,100,3,2022,12,21,20,2
0.561,0.0,0.0,0,15.71,15.82,14.79,16.38,1026,95,3.15,100,3,2022,12,21,21,2
0.0,0.389,0.0,0,15.71,15.82,14.79,16.38,1026,95,2.81,96,3,2022,12,21,22,2
0.0,0.35,0.0,0,15.7,15.81,15.34,15.72,1026,95,3.03,89,3,2022,12,21,23,2
0.0,0.336,0.0,0,15.7,15.81,15.34,15.72,1026,95,3.15,99,3,2022,12,22,0,3
0.0,0.319,0.0,0,15.69,15.8,14.79,16.38,1026,95,3.19,100,3,2022,12,22,1,3
0.0,0.328,0.0,0,15.68,15.78,15.1,15.72,1025,95,3.66,100,3,2022,12,22,2,3
0.0,0.295,0.0,0,15.68,15.78,15.1,15.72,1025,95,4.04,100,3,2022,12,22,3,3
0.0,0.277,0.0,0,15.7,15.83,15.34,15.72,1025,96,4.4,100,4,2022,12,22,4,3
0.0,0.283,0.0,0,15.7,15.81,15.34,15.72,1025,95,4.02,100,4,2022,12,22,5,3
0.0,0.275,0.0,0,15.7,15.81,15.57,15.9,1026,95,3.54,100,4,2022,12,22,6,3
0.0,0.265,0.0,0,16.22,16.38,15.57,16.38,1026,95,3.24,100,3,2022,12,22,7,3
1.035,0.0,0.0,0,16.22,16.38,15.57,16.38,1026,95,3.22,100,3,2022,12,22,8,3
0.845,0.0,0.027,0,16.22,16.38,15.57,16.38,1026,95,3.72,100,3,2022,12,22,9,3
0.684,0.0,0.072,0,16.22,16.38,15.57,16.45,1027,95,4.15,100,3,2022,12,22,10,3
1.041,0.0,0.076,0,16.24,16.4,15.57,16.38,1027,95,5.17,90,3,2022,12,22,11,3
0.143,0.0,0.094,0,16.22,16.38,15.57,17.01,1027,95,5.96,98,3,2022,12,22,12,3
0.067,0.0,0.166,0,16.23,16.39,15.57,17.57,1027,95,6.04,100,3,2022,12,22,13,3
0.161,0.0,0.098,0,15.72,15.83,15.57,17.01,1026,95,5.62,100,3,2022,12,22,14,3
0.25,0.0,0.064,0,15.71,15.82,15.57,16.45,1026,95,5.57,100,3,2022,12,22,15,3
0.554,0.0,0.002,0,15.71,15.82,15.01,16.38,1027,95,5.44,100,3,2022,12,22,16,3
0.245,0.0,0.0,0,15.7,15.81,15.66,15.9,1027,95,4.85,100,3,2022,12,22,17,3
0.328,0.0,0.0,0,15.68,15.78,15.01,15.9,1027,95,4.53,100,3,2022,12,22,18,3
0.464,0.0,0.0,0,15.13,15.18,14.45,15.34,1027,95,4.57,100,3,2022,12,22,19,3
0.634,0.0,0.0,0,15.13,15.18,14.45,15.34,1026,95,4.72,100,3,2022,12,22,20,3
0.51,0.0,0.0,0,14.62,14.62,14.45,15.26,1026,95,4.55,100,3,2022,12,22,21,3
0.0,0.562,0.0,0,14.6,14.6,14.54,14.79,1026,95,4.71,100,3,2022,12,22,22,3
0.0,0.526,0.0,0,14.6,14.6,14.23,14.72,1026,95,4.75,98,3,2022,12,22,23,3
0.0,0.548,0.0,0,14.6,14.6,14.23,14.72,1025,95,4.72,100,3,2022,12,23,0,4
0.0,0.486,0.0,0,14.1,14.05,13.9,14.72,1025,95,4.74,100,3,2022,12,23,1,4
0.0,0.37,0.0,0,14.07,13.99,14.04,14.71,1025,94,4.82,100,3,2022,12,23,2,4
0.0,0.365,0.0,0,14.65,14.63,14.23,15.72,1025,94,5.19,100,3,2022,12,23,3,4
0.0,0.375,0.0,0,14.65,14.6,14.23,15.72,1025,93,5.36,99,3,2022,12,23,4,4
0.0,0.243,0.0,0,14.59,14.51,14.23,14.72,1024,92,5.39,100,3,2022,12,23,5,4
0.0,0.235,0.0,0,14.6,14.54,13.9,15.26,1024,93,5.4,100,3,2022,12,23,6,4
0.0,0.236,0.0,0,14.6,14.54,14.23,14.72,1024,93,5.61,100,3,2022,12,23,7,4
0.269,0.0,0.005,0,15.09,15.08,13.9,15.15,1024,93,5.66,100,3,2022,12,23,8,4
0.327,0.0,0.027,0,15.11,15.08,14.45,15.26,1024,92,5.71,100,3,2022,12,23,9,4
0.248,0.0,0.11,0,15.42,15.39,14.54,15.82,1024,91,6.02,100,3,2022,12,23,10,4
0.101,0.0,0.141,0,15.68,15.63,15.1,15.72,1024,89,6.63,99,3,2022,12,23,11,4
0.146,0.0,0.167,0,16.79,16.77,15.34,17.49,1023,86,6.78,94,3,2022,12,23,12,4
0.205,0.0,0.14,0,16.8,16.78,16.21,16.82,1023,86,7.21,84,3,2022,12,23,13,4
0.186,0.0,0.042,0,16.82,16.78,16.72,17.49,1022,85,7.28,81,3,2022,12,23,14,4
0.214,0.0,0.016,0,16.32,16.25,15.34,17.49,1022,86,6.86,96,3,2022,12,23,15,4
0.36,0.0,0.001,0,16.29,16.22,15.34,16.93,1022,86,6.46,100,5,2022,12,23,16,4
0.467,0.0,0.0,0,15.77,15.62,14.79,16.72,1023,85,5.94,100,5,2022,12,23,17,4
0.637,0.0,0.0,0,15.7,15.57,15.57,15.72,1023,86,5.23,100,5,2022,12,23,18,4
1.284,0.0,0.0,0,15.7,15.55,15.57,15.72,1023,85,4.87,100,3,2022,12,23,19,4
0.74,0.0,0.0,0,15.7,15.57,15.57,15.72,1022,86,4.66,100,3,2022,12,23,20,4
0.534,0.0,0.0,0,15.19,15.01,14.79,15.72,1022,86,4.71,99,3,2022,12,23,21,4
0.0,0.699,0.0,0,15.14,14.96,14.71,15.15,1022,86,4.4,100,3,2022,12,23,22,4
0.0,0.354,0.0,0,15.15,14.97,14.79,15.15,1022,86,4.8,84,3,2022,12,23,23,4
0.0,0.247,0.0,0,15.15,14.99,14.79,15.15,1021,87,5.11,91,3,2022,12,24,0,5
0.0,0.234,0.0,0,15.45,15.43,14.79,15.72,1021,91,5.4,100,3,2022,12,24,1,5
0.0,0.231,0.0,0,14.66,14.4,14.59,15.72,1021,85,5.59,100,3,2022,12,24,2,5
0.0,0.252,0.0,0,15.21,15.11,14.45,15.72,1020,89,5.63,100,3,2022,12,24,3,5
0.0,0.254,0.0,0,15.21,15.08,14.23,15.72,1020,88,5.72,100,3,2022,12,24,4,5
0.0,0.251,0.0,0,15.21,15.08,14.23,15.72,1019,88,5.77,100,3,2022,12,24,5,5
0.0,0.253,0.0,0,15.15,14.86,14.23,15.72,1019,82,5.76,98,3,2022,12,24,6,5
0.0,0.775,0.0,0,14.59,14.3,14.23,14.72,1019,84,5.73,97,3,2022,12,24,7,5
0.366,0.0,0.008,0,14.64,14.38,14.45,15.72,1018,85,5.92,93,3,2022,12,24,8,5
1.32,0.0,0.055,0,14.58,14.31,14.15,15.01,1019,85,6.21,79,3,2022,12,24,9,5
1.174,0.0,0.077,0,15.69,15.46,15.1,15.72,1018,82,5.95,96,3,2022,12,24,10,5
2.087,0.0,0.107,0,15.68,15.39,15.1,15.72,1018,80,5.98,91,3,2022,12,24,11,5
1.782,0.0,0.095,0,16.21,15.98,15.57,16.26,1017,80,5.59,99,4,2022,12,24,12,5
1.119,0.0,0.1,0,15.18,15.03,14.72,16.93,1017,87,5.11,99,4,2022,12,24,13,5
0.627,0.0,0.014,0,14.72,14.62,14.59,16.93,1016,91,4.59,100,4,2022,12,24,14,5
0.741,0.0,0.001,0,14.66,14.56,14.59,16.38,1016,91,4.38,100,4,2022,12,24,15,5
0.463,0.0,0.0,0,14.65,14.55,14.23,16.38,1015,91,4.37,100,4,2022,12,24,16,5
1.026,0.0,0.0,0,14.62,14.46,14.23,15.57,1015,89,5.3,100,4,2022,12,24,17,5
1.858,0.0,0.0,0,15.43,15.22,14.23,16.12,1015,84,6.53,96,4,2022,12,24,18,5
2.415,0.0,0.0,0,15.69,15.43,14.23,16.12,1015,81,6.17,94,4,2022,12,24,19,5
1.613,0.0,0.0,0,15.13,14.89,14.72,15.57,1015,84,5.74,88,3,2022,12,24,20,5
0.706,0.0,0.0,0,15.18,14.97,14.23,15.72,1014,85,5.91,98,3,2022,12,24,21,5
